blocknummer;artikelnummer;artikelalias;quellcodes;beschreibung;kategorie;masse;bruttopreis;egeraete_netto;blockpreis;preisgruppe;verrechenbar
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1245.65;;786.0;0;ja
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1288.65;;818.0;1;ja
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1339.15;;850.0;2;ja
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1396.15;;901.0;3;ja
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1455.65;;953.0;4;ja
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1553.65;;1033.0;5;ja
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1674.15;;1122.0;6;ja
BC1600942;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1895.65;;1280.0;7;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1245.65;;786.0;0;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1288.65;;818.0;1;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1339.15;;850.0;2;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1396.15;;901.0;3;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1455.65;;953.0;4;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1553.65;;1033.0;5;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1674.15;;1122.0;6;ja
BC1600942;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1895.65;;1280.0;7;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1245.65;;786.0;0;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1288.65;;818.0;1;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1339.15;;850.0;2;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1396.15;;901.0;3;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1455.65;;953.0;4;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1553.65;;1033.0;5;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1674.15;;1122.0;6;ja
BC1600942;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1895.65;;1280.0;7;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1245.65;;786.0;0;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1288.65;;818.0;1;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1339.15;;850.0;2;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1396.15;;901.0;3;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1455.65;;953.0;4;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1553.65;;1033.0;5;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1674.15;;1122.0;6;ja
BC1600942;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1895.65;;1280.0;7;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1245.65;;786.0;0;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1288.65;;818.0;1;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1339.15;;850.0;2;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1396.15;;901.0;3;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1455.65;;953.0;4;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1553.65;;1033.0;5;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1674.15;;1122.0;6;ja
BC1600942;H30188;H3018801;H30188 H3018801;Geschirrschrank 300mm;Zubehör;;1895.65;;1280.0;7;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1245.65;;786.0;0;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1288.65;;818.0;1;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1339.15;;850.0;2;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1396.15;;901.0;3;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1455.65;;953.0;4;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1553.65;;1033.0;5;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1674.15;;1122.0;6;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1895.65;;1280.0;7;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1245.65;;786.0;0;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1288.65;;818.0;1;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1339.15;;850.0;2;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1396.15;;901.0;3;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1455.65;;953.0;4;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1553.65;;1033.0;5;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1674.15;;1122.0;6;ja
BC1600942;W6065;O606501;O606501 W6065;Oberschrank 600mm;Oberschränke;;1895.65;;1280.0;7;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1245.65;;786.0;0;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1288.65;;818.0;1;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1339.15;;850.0;2;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1396.15;;901.0;3;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1455.65;;953.0;4;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1553.65;;1033.0;5;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1674.15;;1122.0;6;ja
BC1600942;APR4060;;APR4060;*  600;Arbeitsplatten;;1895.65;;1280.0;7;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1507.15;;951.0;0;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1559.15;;990.0;1;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1616.15;;1026.0;2;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1685.15;;1087.0;3;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1757.15;;1151.0;4;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1872.65;;1245.0;5;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;2021.65;;1355.0;6;ja
BC1600943;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;2290.65;;1546.0;7;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1507.15;;951.0;0;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1559.15;;990.0;1;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1616.15;;1026.0;2;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1685.15;;1087.0;3;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1757.15;;1151.0;4;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1872.65;;1245.0;5;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2021.65;;1355.0;6;ja
BC1600943;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2290.65;;1546.0;7;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1507.15;;951.0;0;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1559.15;;990.0;1;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1616.15;;1026.0;2;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1685.15;;1087.0;3;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1757.15;;1151.0;4;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1872.65;;1245.0;5;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;2021.65;;1355.0;6;ja
BC1600943;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;2290.65;;1546.0;7;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;1507.15;;951.0;0;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;1559.15;;990.0;1;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;1616.15;;1026.0;2;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;1685.15;;1087.0;3;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;1757.15;;1151.0;4;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;1872.65;;1245.0;5;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;2021.65;;1355.0;6;ja
BC1600943;U2A6071;U607129;U2A6071 U607129;Unterschrank 600mm;Unterschränke;;2290.65;;1546.0;7;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;1507.15;;951.0;0;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;1559.15;;990.0;1;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;1616.15;;1026.0;2;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;1685.15;;1087.0;3;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;1757.15;;1151.0;4;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;1872.65;;1245.0;5;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;2021.65;;1355.0;6;ja
BC1600943;G882A188;HG6018842;G882A188 HG6018842;Gerätehochschrank 600mm;Hochschränke;;2290.65;;1546.0;7;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;1507.15;;951.0;0;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;1559.15;;990.0;1;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;1616.15;;1026.0;2;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;1685.15;;1087.0;3;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;1757.15;;1151.0;4;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;1872.65;;1245.0;5;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;2021.65;;1355.0;6;ja
BC1600943;H2A60188;H6018829;H2A60188 H6018829;Geschirrschrank 600mm;Zubehör;;2290.65;;1546.0;7;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1507.15;;951.0;0;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1559.15;;990.0;1;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1616.15;;1026.0;2;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1685.15;;1087.0;3;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1757.15;;1151.0;4;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1872.65;;1245.0;5;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2021.65;;1355.0;6;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2290.65;;1546.0;7;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1507.15;;951.0;0;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1559.15;;990.0;1;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1616.15;;1026.0;2;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1685.15;;1087.0;3;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1757.15;;1151.0;4;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1872.65;;1245.0;5;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2021.65;;1355.0;6;ja
BC1600943;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2290.65;;1546.0;7;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;1507.15;;951.0;0;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;1559.15;;990.0;1;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;1616.15;;1026.0;2;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;1685.15;;1087.0;3;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;1757.15;;1151.0;4;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;1872.65;;1245.0;5;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;2021.65;;1355.0;6;ja
BC1600943;APR4060;;APR4060;*  600;Arbeitsplatten;;2290.65;;1546.0;7;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1818.2;;1147.0;0;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1881.2;;1195.0;1;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;1949.2;;1238.0;2;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;2029.7;;1309.0;3;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;2111.2;;1383.0;4;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;2260.7;;1503.0;5;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;2429.2;;1628.0;6;ja
BC1600944;SPU6071D;US607103;SPU6071D US607103;Spülenunterschrank 600mm;Unterschränke;;2744.2;;1852.0;7;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1818.2;;1147.0;0;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1881.2;;1195.0;1;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;1949.2;;1238.0;2;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2029.7;;1309.0;3;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2111.2;;1383.0;4;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2260.7;;1503.0;5;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2429.2;;1628.0;6;ja
BC1600944;GSBVI6071D;DM607107;DM607107 GSBVI6071D;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2744.2;;1852.0;7;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1818.2;;1147.0;0;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1881.2;;1195.0;1;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;1949.2;;1238.0;2;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;2029.7;;1309.0;3;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;2111.2;;1383.0;4;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;2260.7;;1503.0;5;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;2429.2;;1628.0;6;ja
BC1600944;HUS6071;UH607108;HUS6071 UH607108;Unterschrank 600mm;Unterschränke;;2744.2;;1852.0;7;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1818.2;;1147.0;0;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1881.2;;1195.0;1;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;1949.2;;1238.0;2;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;2029.7;;1309.0;3;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;2111.2;;1383.0;4;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;2260.7;;1503.0;5;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;2429.2;;1628.0;6;ja
BC1600944;US2A6071;U607128;U607128 US2A6071;Unterschrank 600mm;Unterschränke;;2744.2;;1852.0;7;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1818.2;;1147.0;0;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1881.2;;1195.0;1;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;1949.2;;1238.0;2;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;2029.7;;1309.0;3;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;2111.2;;1383.0;4;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;2260.7;;1503.0;5;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;2429.2;;1628.0;6;ja
BC1600944;G8872L188;HG6018863;G8872L188 HG6018863;Geräte-Hochschrank 600mm;Hochschränke;;2744.2;;1852.0;7;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;1818.2;;1147.0;0;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;1881.2;;1195.0;1;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;1949.2;;1238.0;2;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;2029.7;;1309.0;3;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;2111.2;;1383.0;4;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;2260.7;;1503.0;5;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;2429.2;;1628.0;6;ja
BC1600944;H2A50188;H5018829;H2A50188 H5018829;Geschirrschrank 500mm;Zubehör;;2744.2;;1852.0;7;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;1818.2;;1147.0;0;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;1881.2;;1195.0;1;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;1949.2;;1238.0;2;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;2029.7;;1309.0;3;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;2111.2;;1383.0;4;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;2260.7;;1503.0;5;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;2429.2;;1628.0;6;ja
BC1600944;H2A40188;H4018829;H2A40188 H4018829;Geschirrschrank 400mm;Zubehör;;2744.2;;1852.0;7;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1818.2;;1147.0;0;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1881.2;;1195.0;1;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;1949.2;;1238.0;2;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2029.7;;1309.0;3;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2111.2;;1383.0;4;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2260.7;;1503.0;5;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2429.2;;1628.0;6;ja
BC1600944;W6078;O607801;O607801 W6078;Oberschrank 600mm;Oberschränke;;2744.2;;1852.0;7;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;1818.2;;1147.0;0;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;1881.2;;1195.0;1;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;1949.2;;1238.0;2;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;2029.7;;1309.0;3;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;2111.2;;1383.0;4;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;2260.7;;1503.0;5;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;2429.2;;1628.0;6;ja
BC1600944;W5078;O507801;O507801 W5078;Oberschrank 500mm;Oberschränke;;2744.2;;1852.0;7;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;1818.2;;1147.0;0;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;1881.2;;1195.0;1;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;1949.2;;1238.0;2;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;2029.7;;1309.0;3;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;2111.2;;1383.0;4;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;2260.7;;1503.0;5;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;2429.2;;1628.0;6;ja
BC1600944;W4578;O457801;O457801 W4578;Oberschrank 450mm;Oberschränke;;2744.2;;1852.0;7;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;1818.2;;1147.0;0;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;1881.2;;1195.0;1;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;1949.2;;1238.0;2;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;2029.7;;1309.0;3;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;2111.2;;1383.0;4;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;2260.7;;1503.0;5;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;2429.2;;1628.0;6;ja
BC1600944;APR4060;;APR4060;*  600;Arbeitsplatten;;2744.2;;1852.0;7;ja
